CountryNameLab	CountryLabId	DivisionId	Division	DivisionIdNorm	DivisionNameNorm
Chile	38	2594	INTERPHARMA S.A.	2594	INTERPHARMA
Perú	14	477	INTIPHARMA S.A.C.	477	INTIPHARMA 
México	11	2507	IPSEN MÉXICO, S.A. DE C.V.	2507	IPSEN
México	11	75	INDUSTRIAS QUÍMICO FARMACÉUTICAS AMERICANAS, S.A. DE C.V.	75	IQFA
México	11	76	INDUSTRIAS QUÍMICO FARMACEUTICAS AMERICANAS,S.A. DEC.V. 	75	IQFA
Perú	14	473	INSTITUTO QUIMIOTERÁPICO S.A.	473	IQFARMA
México	11	2654	ISDIN MEXICO SA DE CV	2654	ISDIN
México	11	2648	ISIS PHARMA	2648	ISIS PHARMA
Ecuador	6	1096	ITALCHEM	1096	ITALCHEM
México	11	83	ITALMEX, S.A.	83	ITALMEX
Ecuador	6	1097	ITALPHARMA	1097	ITALPHARMA
Chile	38	2596	ITF - LABOMED FARMACEUTICA LIMITADA	2596	ITF LABOMED
México	11	2335	IVAX PHARMACEUTICALS MÉXICO, S.A. DE C.V.	2335	IVAX
Ecuador	6	1098	JANSSEN  CILAG	1098	JANSSEN
Centroamerica	3	2790	JANSSEN - CILAG, S.A.	2790	JANSSEN
Colombia	4	267	JANSSEN - CILAG, S.A.	267	JANSSEN
Chile	38	2597	JANSSEN CILAG	2597	JANSSEN
West Indies	36	2795	JANSSEN-CILAG	2795	JANSSEN
México	11	84	JANSSEN-CILAG, S.A. DE C.V.	84	JANSSEN
México	11	2515	LABORATORIOS JAYOR MÉXICO	2515	JAYOR
Colombia	4	268	JGB	268	JGB
México	11	2502	JOHNSON & JOHNSON CONSUMO	2502	JOHNSON & JOHNSON
Colombia	4	269	JOHNSON & JOHNSON DE COLOMBIA S.A.	269	JOHNSON & JOHNSON
Chile	38	2598	JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.	2598	JOHNSON & JOHNSON
Ecuador	6	1100	JULPHARMA, S. A.	1100	JULPHARMA
Centroamerica	3	1302	JUSTE INTERNACIONAL, S.A.	1302	JUSTE
Chile	38	2599	K2 HEALTH & WELLNESS	2599	K2 HEALTH & WELLNESS
Chile	38	2600	KAMPAR S.A.	2600	KAMPAR
México	11	90	KENDRICK, S.A., LABORATORIOS	90	KENDRICK
México	11	91	KENER, S.A. DE C.V., LABORATORIOS	91	KENER
Colombia	4	270	KEY FARMACEUTICA	270	KEY FARMACEUTICA
México	11	2806	KOKUSAI NATURISTA S.A. DE C.V.	2806	KOKUSAI
Colombia	4	271	LA ROCHE - POSAY	271	LA ROCHE - POSAY
México	11	2509	LA ROCHE-POSAY LABORATOIRE DERMATOLOGIQUE	2509	LA ROCHE - POSAY
México	11	85	LA ROCHE-POSAY LABORATOIRE PHARMACEUTIQUE	2509	LA ROCHE - POSAY
Colombia	4	272	LA SANTE	272	LA SANTÉ
Centroamerica	3	1386	LABORATORIOS LA SANTE	1386	LA SANTÉ
Colombia	4	274	LABORATORIO INTERNACIONAL DE COLOMBIA, S.A.	274	LABINCO
Colombia	4	273	LABORATIOS NEO LTDA.	273	LABORATIOS NEO
Perú	14	488	LABORATORIOS AMERICANOS S.A - LABOT	488	LABORATORIOS AMERICANOS
Ecuador	6	1176	CHILE	1176	LABORATORIOS CHILE
Ecuador	6	1076	ECU. LABORATORIOS	1076	LABORATORIOS ECU
Ecuador	6	1090	H. G., C. A. LABORATORIOS	1090	LABORATORIOS H.G.
Centroamerica	3	1370	LABORATORIOS SUIZOS, S. A. DE C. V.	1370	LABORATORIOS SUIZOS
Colombia	4	282	LABQUIFAR LTDA	282	LABQUIFAR
Colombia	4	283	LACICO	283	LACICO
Chile	38	2602	LAFI	2602	LAFI
Centroamerica	3	2804	LABORATORIOS FÓRMULAS FARMACÉUTICAS S.A.	2804	LAFOFA
Ecuador	6	1167	LAFRANCOL S.A.	1167	LAFRANCOL
Colombia	4	284	LAFRANCOL S.A.S.	284	LAFRANCOL
México	11	98	LAKESIDE, S.A. DE C.V.	2719	LAKESIDE
Colombia	4	285	LAKOR	285	LAKOR
México	11	2659	GRUPO LALA	2659	LALA
Perú	14	498	LAMOSAN	498	LAMOSAN
Ecuador	6	1111	LAMOSAN CÍA., LTDA.	1111	LAMOSAN
Centroamerica	3	2779	LABORATORIO QUÍMICO FARMACÉUTICO LANCASCO	2779	LANCASCO
México	11	99	LANDSTEINER SCIENTIFIC, S.A. DE C.V.	99	LANDSTEINER 
Perú	14	499	LANSIER	493	LANSIER
Centroamerica	3	1307	LAPROFAR, C. POR A.	1307	LAPROFAR
Colombia	4	2802	LAPROFF	2802	LAPROFF
Colombia	4	286	LATINFARMA	286	LATINFARMA
Ecuador	6	1106	LABORATORIOS LAZAR ECUADOR S. A.	1106	LAZAR
Colombia	4	278	LABORATORIOS LEGRAND, S.A.	278	LEGRAND
México	11	100	LEMERY, S.A. DE C.V.	100	LEMERY
México	11	101	LEO PHARMACEUTICAL S.DE R.L. DE C.V.	101	LEOPHARMA
Colombia	4	287	LICOL S.A.S.	287	LICOL
Ecuador	6	1114	LIFE	1114	LIFE
México	11	102	LIFERPAL MD, S.A. DE C.V.	102	LIFERPAL
Colombia	4	2816	LIMINAL THERAPEUTICS S.A.S	2816	LIMINAL
Ecuador	6	2807	LÍNEA CORPORATIVA FPC	2807	LÍNEA CORPORATIVA FPC
Centroamerica	3	1305	LABORATORIOS LIOMONT, S.A. DE C.V.	1305	LIOMONT
México	11	103	LIOMONT, S.A. DE C.V., LABORATORIOS	103	LIOMONT
Ecuador	6	2752	LIRA	2752	LIRA
Colombia	4	279	LABORATORIOS LOE, LTDA.	279	LOE
México	11	104	LOEFFLER, S.A. DE C.V.	104	LOEFFLER
Perú	14	504	LUKOLL S.A.C.	504	LUKOLL 
Chile	38	2603	LUNDBECK CHILE LTDA.	2603	LUNDBECK
Colombia	4	2662	LUNDBECK COLOMBIA	2662	LUNDBECK
México	11	105	LUNDBECK MÉXICO, S.A. DE C.V.	105	LUNDBECK
Perú	14	505	LABORATORIOS UNIDOS S.A.	505	LUSA
Centroamerica	3	1309	MAGNACHEM INTERNATIONAL, S.A.	1309	MAGNACHEM
México	11	106	MANUELL, S.A., LABORATORIOS	106	MANUELL
Chile	38	2604	MAVER LTDA.	2604	MAVER
México	11	107	MAVER, S.A. DE C.V., PRODUCTOS	107	MAVER
México	11	108	MAVI FARMACÉUTICA, S.A. DE C.V.	108	MAVI
México	11	109	MAYNE PHARMA	109	MAYNE PHARMA
México	11	92	MAYOLY-SPINDLER DE MÉXICO, S.A. DE C.V.	92	MAYOLY
Centroamerica	3	1310	COMPAÑÍA FARMACÉUTICA MC	1310	MC
Ecuador	6	2348	MEAD JOHNSON	1115	MEAD JOHNSON
Colombia	4	288	MEAD JOHNSON	288	MEAD JOHNSON
México	11	2493	MEAD JOHNSON NUTRICIONALES DE MÉXICO, S. DE R.L. DE C.V.	1017	MEAD JOHNSON
México	11	1017	MEAD JOHNSON NUTRICIONALES DE MÉXICO, S. DE R.L. DE C.V.	1017	MEAD JOHNSON
Perú	14	511	MEAD JOHNSON NUTRITION	511	MEAD JOHNSON
México	11	2326	MEDA PHARMA S. DE R. L. DE C.V.	2326	MEDA PHARMA
Colombia	4	2470	MEDICAL KIT LTDA.	2470	MEDICAL KIT
Colombia	4	289	MEDICALEX	289	MEDICALEX
Ecuador	6	1116	MEDICAMENTA  ECUATORIANA	1116	MEDICAMENTA  ECUATORIANA
Colombia	4	290	MEDICK	290	MEDICK
Chile	38	2605	MEDIDERM	2605	MEDIDERM
México	11	2334	GRUPO MEDIFARMA, S.A. DE C.V.	2334	MEDIFARMA
Ecuador	6	2511	MEDIFARMA	2511	MEDIFARMA
Perú	14	512	MEDIFARMA S.A.	512	MEDIFARMA
Colombia	4	2455	MEDIHEALTH	2455	MEDIHEALTH
México	11	111	MEDIHEALTH DIVISIÓN DERMATOLOGÍA DE SIEGFRIED RHEIN, S. A. DE C. V.	111	MEDIHEALTH
México	11	2505	FARMACIAS MEDIMART	2505	MEDIMART
Chile	38	2606	MEDIPHARM LTDA.	2606	MEDIPHARM
Centroamerica	3	1313	MEDIPRODUCTS, LABORATORIOS	1313	MEDIPRODUCTS
México	11	140	PRODUCTOS MEDIX, S.A. DE C.V.	139	MEDIX
Centroamerica	3	1329	PRODUCTOS MEDIX, S.A. DE C.V.	1329	MEDIX
México	11	139	PRODUCTOS MEDIX, S.A. DE C.V.	139	MEDIX
Centroamerica	3	2500	MEDLEY	2500	MEDLEY
Colombia	4	2547	MEDLEY	2547	MEDLEY
Colombia	4	291	MEMPHIS	291	MEMPHIS
México	11	1364	A. MENARINI FARMACEUTICA INTERNAZIONALE, S.R.L.	1364	MENARINI
Centroamerica	3	1314	MENARINI CENTRO AMERICA Y EL CARIBE LABORATORIOS	1314	MENARINI
Colombia	4	2814	MENARINI COLOMBIA	2814	MENARINI
Ecuador	6	1118	MENARINI INTERNACIONAL	1118	MENARINI
México	11	113	MENTHOLATUM DE MEXICO, S.A. DE C.V.	113	MENTHOLATUM 
Ecuador	6	1120	MERCK ECUADOR C. A.	1120	MERCK
Perú	14	518	MERCK PERUANA S.A	518	MERCK
Chile	38	2607	MERCK S.A.	2607	MERCK
Colombia	4	292	MERCK S.A.	292	MERCK
Chile	38	2608	MERCK SERONO	2607	MERCK
Centroamerica	3	1372	MERCK, S. A.	1372	MERCK
México	11	115	MERCK, S.A. DE C.V.	115	MERCK
Colombia	4	294	MEREY	294	MEREY
West Indies	36	2670	MERZ PHARMACEUTICALS GMBH	2670	MERZ
Centroamerica	3	1317	MERZ PHARMACEUTICALS GMBH SUBSIDIARIA MERZ PHARMA, S. A. DE C. V.	1317	MERZ
México	11	116	MERZ-PHARMA, S.A. DE C.V.	116	MERZ
Colombia	4	295	METLEN PHARMA, S.A.	295	METLEN PHARMA
México	11	2657	MICRO PHARMACEUTICALS	2657	MICROMEX
Colombia	4	296	MINERALIN	296	MINERALIN
Chile	38	2610	MINTLAB CO S.A.	2610	MINTLAB
Ecuador	6	1107	LABORATORIOS MK	1107	MK
Centroamerica	3	1318	MK MEDICAMENTOS/CORPORACION BONIMA S.A. DE C.V.	1318	MK
West Indies	36	1356	MK PHARMACEUTICALS / HEAD QUARTERS	1356	MK
México	11	2675	MOKSHA 8	2675	MOKSHA 8
Centroamerica	3	1383	MORE PHARMA CORPORATION	1383	MORE PHARMA
México	11	118	MORE PHARMA CORPORATION, S. DE R.L. DE C.V.	118	MORE PHARMA
Ecuador	6	1121	MERCK SHARP & DOHME	1121	MSD
Colombia	4	293	MERCK SHARP & DOHME	293	MSD
México	11	114	MERCK SHARP & DOHME DE MÉXICO, S.A. DE C.V.	114	MSD
Chile	38	2609	MERCK SHARP & DOHME I.A. CORP.	2609	MSD
Centroamerica	3	1316	MSD	1316	MSD
Colombia	4	2661	MUNDIPHARMA COLOMBIA S.A.S	2661	MUNDIPHARMA
México	11	119	NAFAR, S.A.	119	NAFAR
Ecuador	6	1375	NATURAL VITALITY	1375	NATURAL VITALITY
Colombia	4	298	NEO	298	NEO
Ecuador	6	1124	NEO-FÁRMACO DEL ECUADOR	1124	NEOFARMACO
Colombia	4	300	NESTLÉ	300	NESTLÉ
Ecuador	6	1125	NESTLÉ	1125	NESTLÉ
México	11	120	NESTLÉ MÉXICO, S.A. DE C.V.	120	NESTLÉ
Colombia	4	301	NEVOX FARMA, S.A.	301	NEVOX FARMA
Centroamerica	3	1320	NEWPORT PHARMACEUTICALS INTERNATIONAL INC.	1320	NEWPORT
Centroamerica	3	1321	NORMON, S.A., LABORATORIOS	1321	NORMON
Colombia	4	302	NOVADERMA	302	NOVADERMA
México	11	121	NOVAG INFANCIA, S.A. DE C.V.	121	NOVAG
Colombia	4	303	NOVAMED, S.A.	303	NOVAMED
Perú	14	527	NOVARTIS BIOSCIENCES PERU S.A.	527	NOVARTIS
Chile	38	2611	NOVARTIS CHILE S.A.	2611	NOVARTIS
Colombia	4	304	NOVARTIS DE COLOMBIA, S.A. - FARMA	304	NOVARTIS
Colombia	4	305	NOVARTIS DE COLOMBIA, S.A. - OTC	304	NOVARTIS
México	11	122	NOVARTIS FARMACÉUTICA, S.A. DE C.V.	122	NOVARTIS
Ecuador	6	1130	NOVARTIS, ECUADOR, S. A.	1130	NOVARTIS
Perú	14	1424	NOVAX E.I.R.L.	1424	NOVAX
Perú	14	2537	NOVO NORDISK	2537	NOVO NORDISK
México	11	123	NOVO NORDISK MÉXICO	123	NOVO NORDISK
Centroamerica	3	2803	NOVO NORDISK PANAMÁ, S. A.	2803	NOVO NORDISK
Colombia	4	2663	NOVONORDISK	2663	NOVO NORDISK
México	11	2340	NOVOPHARM, S.A. DE C.V.	2340	NOVOPHARM
México	11	124	NOVUM-PHARMA, S.A. DE C.V.	124	NOVUM-PHARMA
México	11	125	NUCITEC, S.A. DE C.V.	125	NUCITEC
México	11	126	NYCOMED, S.A. DE C.V.	126	NYCOMED
México	11	127	OCTAPHARMA, S.A. DE C.V.	127	OCTAPHARMA
México	11	117	OCULUS TECHNOLOGIES OF MEXICO, S.A. DE C.V.	117	OCULUS
Colombia	4	307	OFTALMOQUÍMICA, S.A.	307	OFTALMOQUÍMICA
Perú	14	530	OM PHARMA S.A	530	OM PHARMA
México	11	2762	OMICRONLAB SA DE CV	2762	OMICRONLAB
Colombia	4	308	LABORATORIOS OPHARM, LTDA	308	OPHARM
Colombia	4	309	OPHTHA	309	OPHTHA
Perú	14	2481	OQPHARMA S.A.C.	2481	OQPHARMA
Perú	14	534	ORDESA	534	ORDESA
Colombia	4	310	ORGANON	310	ORGANON
México	11	128	ORGANON MEXICANA, S.A. DE C.V.	128	ORGANON
Ecuador	6	2797	OXIALFARM CÍA. LTDA.	2797	OXIALFARM
México	11	47	DELICIAS S.A. DE C.V., PRODUCTOS ALIMENTICIOS	47	PADSA
Centroamerica	3	1324	PAILL, S.A. DE C.V., LABORATORIOS	1324	PAILL
Perú	14	538	PALMAGYAR S.A.	538	PALMAGYAR 
Ecuador	6	2811	LABORATORIO PASTEUR	2811	PASTEUR
Chile	38	2613	PASTEUR S.A.	2613	PASTEUR
Colombia	4	311	PAULY	311	PAULY
Colombia	4	312	PENTACOOP	312	PENTACOOP
Chile	38	2614	PENTAFARMA S.A.	2614	PENTAFARMA
Centroamerica	3	2756	PERATRI, S.R.L.	2756	PERATRI
México	11	61	GELCAPS EXPORTADORA DE MÉXICO, S.A. DE C.V.	2730	PERRIGO
México	11	2798	PERRIGO	2730	PERRIGO
Colombia	4	313	PFIZER	313	PFIZER
Colombia	4	314	PFIZER CONSUMER HEALTHCARE	313	PFIZER
Chile	38	2616	PFIZER DE CHILE S.A.	2616	PFIZER
Perú	14	544	PFIZER S.A.	544	PFIZER
Ecuador	6	1134	PFIZER, CIA. LTDA.	1134	PFIZER
Centroamerica	3	1373	PFIZER, S. A.	1373	PFIZER
México	11	131	PFIZER, S.A. DE C.V.	130	PFIZER
Perú	14	545	PHARBAL S.A.	545	PHARBAL
Chile	38	2617	PHARMA INVESTI DE CHILE S. A.	2617	PHARMA INVESTI
Ecuador	6	1136	PHARMABRAND S.A.	1136	PHARMABRAND 
Perú	14	2482	PHARMAGEN	2482	PHARMAGEN
México	11	2664	PHARMAGEN	2664	PHARMAGEN
Colombia	4	2815	PHARMAPRIX COLOMBIA	2815	PHARMAPRIX
Perú	14	2792	PHARMARIS PERÚ S.A.C.	2792	PHARMARIS
Chile	38	2619	PHARMAVITA S.A.	2619	PHARMAVITA
Perú	14	1259	PHARMEX S.A.C.	1259	PHARMEX
México	11	133	PIERRE FABRE MÉXICO, S.A. DE C.V.	133	PIERRE FABRE
México	11	2472	PIERRE-FABRE FARMA DE MÉXICO, S.A. DE C.V.	133	PIERRE FABRE
Centroamerica	3	1352	LABORATORIOS PIERSAN	1352	PIERSAN
Colombia	4	315	PISA	315	PISA
México	11	134	PISA, S.A. DE C.V., LABORATORIOS	134	PISA
México	11	135	PIZZARD, S.A. DE C.V., LABORATORIOS	135	PIZZARD
Colombia	4	2454	POEN	2454	POEN
México	11	1016	POEN VISIÓN, S.A. DE C.V.	1016	POEN
Chile	38	2620	PRATER S.A.	2620	PRATER
Colombia	4	317	PROANMED	317	PROANMED
México	11	136	PROBIOMED, S.A. DE C.V.	136	PROBIOMED
Centroamerica	3	1327	PROBIOMED, S.A. DE C.V.	1327	PROBIOMED
Colombia	4	320	PROCAPS	320	PROCAPS
Centroamerica	3	1328	PROCAPS, S.A.	1328	PROCAPS
Colombia	4	2674	PROCLIN PHARMA S. A.	2674	PROCLIN PHARMA
Colombia	4	2785	PROFMA S.A.S	2785	PROFMA
México	11	2776	PROGELA	2776	PROGELA
Ecuador	6	1168	PROPHAR S.A.	1168	PROPHAR
Ecuador	6	1138	PROVENCO CÍA. LTDA.	1138	PROVENCO
México	11	143	PSICOFARMA, S.A. DE C.V.	143	PSICOFARMA
Colombia	4	2766	QUIDECA – GILBER	2765	QUIDECA
Colombia	4	2770	QUIDECA – OM PHARMA	2765	QUIDECA
Colombia	4	2769	QUIDECA – ROCHE	2765	QUIDECA
Colombia	4	2767	QUIDECA – THEA	2765	QUIDECA
Colombia	4	323	QUIDECA, S.A.	2765	QUIDECA
Colombia	4	324	QUIFARMACOS	324	QUIFARMACOS
Colombia	4	325	QUIFARMED, LTDA.	325	QUIFARMED
Perú	14	558	QUILAB (QUIMICA SUIZA S.A.)	558	QUILAB
Ecuador	6	1140	QUÍMICA ARISTON ECUADOR, C. LTDA	1140	QUÍMICA ARISTON
México	11	144	QUIMICA FRANCO MEXICANA NORDIN, S.A. DE C.V.	144	QUÍMICA FRANCO MEXICANA NORDIN
Colombia	4	326	QUIMICA PATRIC	326	QUÍMICA PATRIC
México	11	145	QUIMICA SON´S, S.A. DE C.V., LABORATORIOS 	145	QUÍMICA SON´S
México	11	146	QUÍMICA Y FARMACIA, S.A. DE C.V.	146	QUÍMICA Y FARMACIA
Colombia	4	280	LABORATORIOS QUIPROPHARMA, LTDA.	280	QUIPROPHARMA
México	11	94	LABORATORIOS RAAM DE SAHUAYO, S. A. DE C. V.	94	RAAM
Chile	38	2621	RAFFO S.A.	2621	RAFFO
Centroamerica	3	1380	LABORATORIOS RAMOS, S.A.	1380	RAMOS
México	11	148	RANDALL LABORATORIOS, S.A. DE C.V.	148	RANDALL 
Centroamerica	3	1331	RARPE, S.A., LABORATORIOS	1331	RARPE
México	11	149	RAYERE, S.A., FARMACÉUTICOS	149	RAYERE
México	11	1013	LABORATORIOS REBSTER DE MÉXICO, S.A.	1013	REBSTER
Ecuador	6	1142	CORPORACIÓN FARMACÉUTICA RECALCINE	1142	RECALCINE
Chile	38	2622	RECALCINE S. A.	2622	RECALCINE
Colombia	4	327	RECIPE	327	RECIPE
Colombia	4	2412	RECKITT BENCKISER	2412	RECKITT BENCKISER
México	11	2494	RECKITT BENCKISER MÉXICO S.A. DE C.V.	2494	RECKITT BENCKISER
México	11	152	REPRESENTACIONES MEX-AMÉRICA, S.A. DE C.V.	150	REMEXA
Colombia	4	329	REMO	329	REMO
Ecuador	6	2787	RENASE	2787	RENASE
Chile	38	2623	RIDER Ltda.	2623	RIDER
México	11	151	REPRESENTACIONES E INVESTIGACIONES MÉDICAS, S.A. DE C.V.	151	RIMSA
Chile	38	2624	ROCHE CHILE LTDA.	2624	ROCHE 
Ecuador	6	1143	ROCHE ECUADOR, S.A.	1143	ROCHE 
Colombia	4	330	ROCHE, S.A.	330	ROCHE 
México	11	153	ROCHE, S.A. DE C.V. , PRODUCTOS	153	ROCHE 
México	11	154	ROCHE, S.A. DE C.V., PRODUCTOS DIVISIÓN FARMACÉUTICA	153	ROCHE 
Ecuador	6	1110	LABORATORIOS ROCNARF, S. A.	1110	ROCNARF
Ecuador	6	1144	RODDOME PHARMACEUTICAL, S. A.	1144	RODDOME 
Colombia	4	331	ROEMMERS	331	ROEMMERS
Centroamerica	3	2660	ROEMMERS CENTROAMERICA	2660	ROEMMERS
Perú	14	565	ROEMMERS S.A.	565	ROEMMERS
Ecuador	6	1145	ROEMMERS, S. A.	1145	ROEMMERS
Chile	38	2625	ROERIG S.A.	2625	ROERIG
México	11	155	ROMSA DE MÉXICO, S.A. DE C.V.	155	ROMSA 
Centroamerica	3	1333	ROTTA PHARMACEUTICALS	1333	ROTTA
Centroamerica	3	1334	ROWA PHARMACEUTICALS LTD.	1334	ROWA
Centroamerica	3	2671	LABORATORIOS ROWE, S.R.L.	2671	ROWE
Ecuador	6	1146	ROWE LABORATORIOS	1146	ROWE
México	11	156	ROWFARMA DE MÉXICO	156	ROWFARMA 
Perú	14	487	LABORATORIO S.J. ROXFARMA S.A	487	ROXFARMA
Chile	38	2626	ROYAL PHARMA	2626	ROYAL
Colombia	4	281	LABORATORIOS RYAN DE COLOMBIA, S. EN C.	281	RYAN
México	11	157	SALUD NATURAL MEXICANA, S.A. DE.  C.V.	157	SALUD NATURAL 
México	11	158	SALUS, S.A. DE C.V., LABORATORIOS	158	SALUS
Chile	38	2627	SANDERSON S. A.	2627	SANDERSON 
Colombia	4	332	SANDOZ	332	SANDOZ
Ecuador	6	2647	SANDOZ	2647	SANDOZ
México	11	159	SANDOZ, S.A. DE C.V.	159	SANDOZ
Ecuador	6	2808	LABORATORIOS SANFER S.A.	2808	SANFER
México	11	160	SANFER, S.A. DE C.V., LABORATORIOS	160	SANFER
Chile	38	2593	INSTITUTO SANITAS S. A.	2593	SANITAS
México	11	2341	S & M NANO - BIOTECHNOLOGY, S.A. DE C.V	2341	SANKI
México	11	17	AVENTIS BEHRING, S.A. DE   C.V.  (VÉASE ZLB BEHERING)	161	SANOFI
México	11	19	AVENTIS PHARMA, S.A. DE C.V.	161	SANOFI
West Indies	36	1358	SANOFI	1358	SANOFI
Centroamerica	3	1381	SANOFI	1337	SANOFI
Ecuador	6	1148	SANOFI - AVENTIS	1148	SANOFI
Chile	38	2628	SANOFI - AVENTIS DE CHILE S.A.	2628	SANOFI
Ecuador	6	1149	SANOFI PASTEUR	1148	SANOFI
Colombia	4	333	SANOFI PASTEUR S.A.	333	SANOFI
México	11	161	SANOFI PASTEUR, S.A. DE C.V.	161	SANOFI
Colombia	4	334	SANOFI-AVENTIS DE COLOMBIA, S.A.	333	SANOFI
México	11	162	SANOFI-AVENTIS DE MÉXICO, S.A. DE C.V.	161	SANOFI
Perú	14	573	SANOFI-AVENTIS DEL PERÚ S.A.	572	SANOFI
Chile	38	2629	SANOFI-PASTEUR S.A.	2628	SANOFI
Chile	38	2630	SAVAL - NICOLICH	2630	SAVAL 
Chile	38	2631	SAVAL S. A.	2630	SAVAL 
Ecuador	6	1170	SAVAL S.A.	1170	SAVAL 
México	11	164	SBL PHARMACEUTICALS, S. DE R.L. DE C.V.	164	SBL 
Colombia	4	316	PLOUGH FARMACEUTICA	316	SCHERING-PLOUGH
Colombia	4	335	SCHERING - PLOUGH 	316	SCHERING-PLOUGH
Colombia	4	336	SCHERING COLOMBIANA	316	SCHERING-PLOUGH
México	11	165	SCHERING MEXICANA, S.A. DE C.V.	165	SCHERING-PLOUGH
Colombia	4	337	SCHERING-PLOUGH - DIVISIÓN CONSUMO	316	SCHERING-PLOUGH
Colombia	4	338	SCHERING-PLOUGH - DIVISIÓN DE BIOTECNOLOGÍA Y ONCOLOGÍA	316	SCHERING-PLOUGH
México	11	166	SCHERING-PLOUGH, S.A. DE C.V.	165	SCHERING-PLOUGH
México	11	167	SELDER, S.A. DE C.V.	167	SELDER
Perú	14	577	SENOSIAIN S.A DE C.V., LABORATORIOS	577	SENOSIAIN
Centroamerica	3	1340	SENOSIAIN, S.A. DE C.V. LABORATORIOS	1340	SENOSIAIN
México	11	168	SENOSIAIN, S.A. DE C.V., LABORATORIOS	168	SENOSIAIN
Colombia	4	339	SERES	339	SERES
México	11	169	SERRAL, S.A. DE C.V. 	169	SERRAL
México	11	95	SERVIER MÉXICO, S.A. DE C.V., LABORATORIOS	95	SERVIER
México	11	2650	SESDERMA MEXICO	2650	SESDERMA
México	11	2810	SHIRE PHARMACEUTICALS MEXICO S.A. DE C.V.	2810	SHIRE
Colombia	4	1388	SICMAFARMA S.A.S.	1388	SICMAFARMA
Ecuador	6	1360	LABORATORIOS SIEGFRIED	1360	SIEGFRIED
Colombia	4	1377	LABORATORIOS SIEGFRIED	1377	SIEGFRIED
México	11	170	SIEGFRIED RHEIN, S.A. DE C.V.	170	SIEGFRIED RHEIN
Perú	14	581	SIEGFRIED S.A.	581	SIEGFRIED RHEIN
México	11	96	SIFI DE MÉXICO S.A DE C.V., LABORATORIOS	96	SIFI
Centroamerica	3	1341	SILANES, S.A. DE C.V. LABORATORIOS	1341	SILANES
México	11	171	SILANES, S.A. DE C.V., LABORATORIOS	171	SILANES
Chile	38	2632	SILESIA S.A.	2632	SILESIA
México	11	2788	SINAX	2788	SINAX
Chile	38	2633	SMB FARMA S. A.	2633	SMB
México	11	173	SOLFRAN , S.A., LABORATORIOS	173	SOLFRAN
Colombia	4	340	SOLMEDICAL	340	SOLMEDICAL
Colombia	4	341	SOPHIA	341	SOPHIA
México	11	174	SOPHIA S.A. DE C.V., LABORATORIOS	174	SOPHIA
Ecuador	6	2813	LABORATORIOS STEIN S.A.	2813	STEIN
México	11	51	ESPECÍFICOS STENDHAL, S.A. DE C.V.	51	STENDHAL
Colombia	4	343	STIEFEL	343	STIEFEL
México	11	175	STIEFEL MEXICANA, S.A. DE C.V.	175	STIEFEL
México	11	176	STREGER, S.A.	176	STREGER 
México	11	77	INDUSTRIAS SUANCA, S.A. DE C.V.	77	SUANCA
Ecuador	6	1154	LABORATORIO SUIPHAR DEL ECUADOR S.A.	1154	SUIPHAR 
Colombia	4	344	SUIPHAR DE COLOMBIA, S.A.	344	SUIPHAR 
Centroamerica	3	1344	SUIPHAR DOMINICANA S.R.L.	1344	SUIPHAR 
México	11	177	SUN PHARMA DE MÉXICO, S.A. DE C.V.	177	SUN PHARMA 
México	11	178	SUPER MAYOREO NATURISTA , S.A. DE C.V.	178	SUPER MAYOREO NATURISTA
México	11	97	LABORATORIOS SYDENHAM S.A. DE C.V.	97	SYDENHAM
México	11	180	SYNTEX, S.A. DE C.V.	180	SYNTEX
Colombia	4	345	SYNTHESIS	345	SYNTHESIS
Colombia	4	346	SYNTHESIS - BOIRON	345	SYNTHESIS
Ecuador	6	2645	TAKEDA ECUADOR CÍA.LTDA.	2645	TAKEDA
Centroamerica	3	1323	TAKEDA MÉXICO S. A. DE C. V.	1323	TAKEDA
México	11	2415	TAKEDA MÉXICO S.A DE C.V	2415	TAKEDA
Colombia	4	242	TAKEDA S.A.S.	242	TAKEDA
Perú	14	2665	TAKEDA S.R.L.	2665	TAKEDA
Perú	14	1420	TECHSPHERE PERÚ	1420	TECHSPHERE
Colombia	4	347	TECNOFARMA	347	TECNOFARMA 
Chile	38	2635	TECNOFARMA S. A.	2635	TECNOFARMA 
Perú	14	587	TECNOFARMA S.A.	587	TECNOFARMA 
México	11	181	TECNOFARMA, S.A. DE C.V.	181	TECNOFARMA 
Colombia	4	297	MK (TECNOQUÍMICAS)	297	TECNOQUÍMICAS
Centroamerica	3	2492	TECNOQUIMICAS	2492	TECNOQUÍMICAS 
Colombia	4	348	TECNOQUIMICAS	348	TECNOQUÍMICAS 
Ecuador	6	1171	TECNOQUÍMICAS S.A.	1171	TECNOQUÍMICAS 
Ecuador	6	2344	TESIA	2344	TESIA
Perú	14	2536	TEVA	2536	TEVA
México	11	182	TEVA PHARMACEUTICALS MÉXICO	182	TEVA
Ecuador	6	1190	LABORATORIOS TOFIS	1190	TOFIS
México	11	2342	TORRENT, S.A. DE C.V., LABORATORIOS	2342	TORRENT
México	11	2510	TOULOUSE PHARMA, S.A. DE C.V.	2510	TOULOUSE PHARMA
